
-85,-180
-85,-179
-85,-178
-85,-177
-85,-176
-85,-175
-85,-174
-85,-173
-85,-172
-85,-171
-85,-170
-85,-169
-85,-168
-85,-167
-85,-166
-85,-165
-85,-164
-85,-163
-85,-162
-85,-161
-85,-160
-85,-159
-85,-158
-85,-157
-85,-156
-85,-155
-85,-154
-85,-153
-85,-152
-85,-151
-85,-150
-85,-149
-85,-148
-85,-147
-85,-146
-85,-145
-85,-144
-85,-143
-85,-142
-85,-141
-85,-140
-85,-139
-85,-138
-85,-137
-85,-136
-85,-135
-85,-134
-85,-133
-85,-132
-85,-131
-85,-130
-85,-129
-85,-128
-85,-127
-85,-126
-85,-125
-85,-124
-85,-123
-85,-122
-85,-121
-85,-120
-85,-119
-85,-118
-85,-117
-85,-116
-85,-115
-85,-114
-85,-113
-85,-112
-85,-111
-85,-110
-85,-109
-85,-108
-85,-107
-85,-106
-85,-105
-85,-104
-85,-103
-85,-102
-85,-101
-85,-100
-85,-99
-85,-98
-85,-97
-85,-96
-85,-95
-85,-94
-85,-93
-85,-92
-85,-91
-85,-90
-85,-89
-85,-88
-85,-87
-85,-86
-85,-85
-85,-84
-85,-83
-85,-82
-85,-81
-85,-80
-85,-79
-85,-78
-85,-77
-85,-76
-85,-75
-85,-74
-85,-73
-85,-72
-85,-71
-85,-70
-85,-69
-85,-68
-85,-67
-85,-66
-85,-65
-85,-64
-85,-63
-85,-62
-85,-61
-85,-60
-85,-59
-85,-58
-85,-57
-85,-56
-85,-55
-85,-54
-85,-53
-85,-52
-85,-51
-85,-50
-85,-49
-85,-48
-85,-47
-85,-46
-85,-45
-85,-44
-85,-43
-85,-42
-85,-41
-85,-40
-85,-39
-85,-38
-85,-37
-85,-36
-85,-35
-85,-34
-85,-33
-85,-32
-85,-31
-85,-30
-85,-29
-85,-28
-85,-27
-85,-26
-85,-25
-85,-24
-85,-23
-85,-22
-85,-21
-85,-20
-85,-19
-85,-18
-85,-17
-85,-16
-85,-15
-85,-14
-85,-13
-85,-12
-85,-11
-85,-10
-85,-9
-85,-8
-85,-7
-85,-6
-85,-5
-85,-4
-85,-3
-85,-2
-85,-1
-85,0
-85,1
-85,2
-85,3
-85,4
-85,5
-85,6
-85,7
-85,8
-85,9
-85,10
-85,11
-85,12
-85,13
-85,14
-85,15
-85,16
-85,17
-85,18
-85,19
-85,20
-85,21
-85,22
-85,23
-85,24
-85,25
-85,26
-85,27
-85,28
-85,29
-85,30
-85,31
-85,32
-85,33
-85,34
-85,35
-85,36
-85,37
-85,38
-85,39
-85,40
-85,41
-85,42
-85,43
-85,44
-85,45
-85,46
-85,47
-85,48
-85,49
-85,50
-85,51
-85,52
-85,53
-85,54
-85,55
-85,56
-85,57
50,-6
50,-5
50,-4
50,-3
50,-2
50,-1
50,0
51,-6
51,-5
51,-4
51,-3
51,-2
51,-1
51,0
52,-6
52,-5
52,-4
52,-3
52,-2
52,-1
52,0
53,-6
53,-5
53,-4
53,-3
53,-2
53,-1
53,0
54,-6
54,-5
54,-4
54,-3
54,-2
54,-1
54,0
55,-6
55,-5
55,-4
55,-3
55,-2
55,-1
55,0
56,-6
56,-5
56,-4
56,-3
56,-2
56,-1
56,0
57,-6
57,-5
57,-4
57,-3
57,-2
57,-1
57,0
58,-6
58,-5
58,-4
58,-3
58,-2
58,-1
58,0
